62;9.85;+0.6;Asafa Powell;JAM;23.11.82;1r2;Ostrava;09.06.2005
62;9.85;+1.7;Adekotunbo Fasuba;NGR;09.07.84;1;Ad-Dawhah;12.05.2006
62;9.85;+0.1;Asafa Powell;JAM;23.11.82;1rA;Saint-Denis;08.07.2006
62;9.85;+0.5;Asafa Powell;JAM;23.11.82;1rA;Roma;14.07.2006
62;9.85;-0.5;Tyson Gay;USA;09.08.82;1;Osaka;26.08.2007
62;9.85;+1.7;Tyson Gay;USA;09.08.82;2rA;New York City;31.05.2008
62;9.85;-0.1;Usain Bolt;JAM;21.08.86;1;Kingston;28.06.2008
62;9.85;-0.1;Usain Bolt;JAM;21.08.86;1s1;Beijing;16.08.2008
62;9.85;+2.0;Asafa Powell;JAM;23.11.82;2;Shanghai;20.09.2009
62;9.85;+0.1;Nesta Carter;JAM;10.11.85;2;Bruxelles;27.08.2010
62;9.85;+1.3;Mike Rodgers;USA;24.04.85;2;Eugene;04.06.2011
62;9.85;+1.0;Richard Thompson;TRI;07.06.85;1;Port of Spain;13.08.2011
62;9.85;+0.1;Usain Bolt;JAM;21.08.86;1rA;Zagreb;13.09.2011
62;9.85;+0.6;Asafa Powell;JAM;23.11.82;2;Oslo;07.06.2012
62;9.85;+1.6;Yohan Blake;JAM;26.12.89;1rA;Luzern;17.07.2012
62;9.85;+1.7;Yohan Blake;JAM;26.12.89;1s3;London;05.08.2012
81;9.86;+1.2;Carl Lewis;USA;01.07.61;1;Tokyo;25.08.1991
81;9.86;-0.4;Frank Fredericks;NAM;02.10.67;1r1;Lausanne;03.07.1996
81;9.86;+0.2;Maurice Greene;USA;23.07.74;1;Athínai;03.08.1997
81;9.86;+1.8;Ato Boldon;TRI;30.12.73;1;Walnut;19.04.1998
81;9.86;-0.4;Ato Boldon;TRI;30.12.73;1;Athínai;17.06.1998
81;9.86;+0.1;Ato Boldon;TRI;30.12.73;2r3;Athínai;16.06.1999
81;9.86;+0.4;Ato Boldon;TRI;30.12.73;1;Lausanne;02.07.1999
81;9.86;-0.2;Maurice Greene;USA;23.07.74;1r1;Berlin;01.09.2000
81;9.86;+0.6;Francis Obikwelu;POR;22.11.78;2;Athínai;22.08.2004
81;9.86;+0.2;Asafa Powell;JAM;23.11.82;1rA;Stockholm;25.07.2006
81;9.86;-0.5;Asafa Powell;JAM;23.11.82;1;Berlin;03.09.2006
81;9.86;-0.2;Usain Bolt;JAM;21.08.86;1;Kingston;27.06.2009
81;9.86;+0.1;Usain Bolt;JAM;21.08.86;1;Daegu;19.05.2010
81;9.86;+1.0;Nesta Carter;JAM;10.11.85;1r2;Nottwil;08.08.2010
81;9.86;+2.0;Asafa Powell;JAM;23.11.82;1;Budapest;30.07.2011
81;9.86;+1.4;Keston Bledman;TRI;08.03.88;1rA;Port-of-Spain;23.06.2012
81;9.86;+1.8;Tyson Gay;USA;09.08.82;2;Eugene;24.06.2012
81;9.86;+1.1;Usain Bolt;JAM;21.08.86;2;Kingston;29.06.2012
99;9.87;+0.3;Linford Christie;GBR;02.04.60;1;Stuttgart;15.08.1993
99;9.87;+1.9;Frank Fredericks;NAM;02.10.67;1;Helsinki;25.06.1996
99;9.87;+1.3;Ato Boldon;TRI;30.12.73;1q1;Athínai;02.08.1997
99;9.87A;-0.2;Obadele Thompson;BAR;30.03.76;1;Johannesburg;11.09.1998
99;9.87;+0.6;Maurice Greene;USA;23.07.74;1;Stockholm;30.07.1999
99;9.87;-0.3;Maurice Greene;USA;23.07.74;1;Sydney;23.09.2000
99;9.87;+0.6;Maurice Greene;USA;23.07.74;3;Athínai;22.08.2004
99;9.87;+0.2;Asafa Powell;JAM;23.11.82;1;Bruxelles;03.09.2004
99;9.87;+0.7;Asafa Powell;JAM;23.11.82;1;Gateshead;31.08.2008
99;9.87;+0.4;Asafa Powell;JAM;23.11.82;1;Stuttgart;13.09.2008
99;9.87;+0.4;Justin Gatlin;USA;10.02.82;1;Ad-Dawhah;11.05.2012
99;9.87;+1.0;Usain Bolt;JAM;21.08.86;1s2;London;05.08.2012
111;9.88;+1.2;Leroy Burrell;USA;21.02.67;2;Tokyo;25.08.1991
